REF,Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Continent_company,Sub-region_company,Continent_origin,Sub-region_origin,Manufacturer,Company
1223.0,Guatemala,2014.0,Guatemala,Los Ujuxtes,82.0,"4- B,S,C,V","fatty, sunflower, peanutbutter",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Danta,Danta
1920.0,U.S.A.,2016.0,Blend,"DUO, batch 002, Ecuador, Costa Rica",70.0,"2- B,S","floral, licorice, roasty",3.25,Americas,Northern America,Blend,Blend,DAR,DAR
1920.0,U.S.A.,2016.0,Vietnam,Vietnam,72.0,"2- B,S","raisins, astringent",3.0,Americas,Northern America,Asia,South-eastern Asia,DAR,DAR
1920.0,U.S.A.,2016.0,Venezuela,"Venezuela, batch 122",72.0,"2- B,S","nut, tobacco, burnt, off notes",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,DAR,DAR
2342.0,Belgium,2019.0,Vietnam,Mekong Delta,70.0,"4- B,S,C,L","muted, creamy, basic cocoa",3.25,Europe,Western Europe,Asia,South-eastern Asia,Darcis,Darcis
2342.0,Belgium,2019.0,Peru,Piura,72.0,"4- B,S,C,L","muted, creamy, grapes, fatty",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Darcis,Darcis
1550.0,U.S.A.,2015.0,Venezuela,Ocumare,70.0,"3- B,S,C","roasty, nutty, sweet",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Dark Forest,Dark Forest
1554.0,U.S.A.,2015.0,Ecuador,Ecuador,70.0,"3- B,S,C","bold, floral, rum",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Dark Forest,Dark Forest
1550.0,U.S.A.,2015.0,Madagascar,Madagascar,70.0,"3- B,S,C","sweet, strong sour, acidic",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Dark Forest,Dark Forest
1554.0,U.S.A.,2015.0,Tanzania,Tanzania,70.0,"3- B,S,C","intense, sweet, brownie",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Dark Forest,Dark Forest
1708.0,U.S.A.,2016.0,Bolivia,Bolivia,75.0,"3- B,S,C","mild cherry, fatty",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Dark Forest,Dark Forest
907.0,U.S.A.,2012.0,Blend,West Africa,58.0,"4- B,S,C,L","nice melt, odd rubber notes",3.25,Americas,Northern America,Blend,Blend,Davis,Davis
1093.0,U.S.A.,2013.0,Dominican Republic,Rainforest,70.0,"4- B,S,C,L","chalky, vanilla, caramel",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Davis,Davis
1093.0,U.S.A.,2013.0,Venezuela,Venezuela,70.0,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Davis,Davis
1093.0,U.S.A.,2013.0,Ghana,Ghana,70.0,"4- B,S,C,L","vanilla, fatty, basic cocoa",2.5,Americas,Northern America,Africa,Sub-Saharan Africa,Davis,Davis
1462.0,Brazil,2015.0,Brazil,"Nativo, Varzea",72.0,"3- B,S,C","texture issues, brownie",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,De Mendes,De Mendes
1462.0,Brazil,2015.0,Brazil,"Selvagem, Jari",65.0,"3- B,S,C","one dimensional, brownie",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,De Mendes,De Mendes
1832.0,South Africa,2016.0,Madagascar,"Sambirano Valley, batch 2477",70.0,"3- B,S,C","high roast, fruit",3.0,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,De Villiers,De Villiers
1832.0,South Africa,2016.0,Uganda,Bundibugyo District,70.0,"3- B,S,C","high roast, intense, fatty",2.5,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,De Villiers,De Villiers
175.0,U.S.A.,2007.0,Costa Rica,Costa Rica,64.0,"4- B,S,C,V","dark coffee, cocoa",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Belcolade,Dean and Deluca
175.0,U.S.A.,2007.0,Ecuador,Ecuador,71.0,"4- B,S,C,V","cinamon, nutmeg, coffee",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Belcolade,Dean and Deluca
175.0,U.S.A.,2007.0,Ghana,Ghana,60.0,"4- B,S,C,V","nutty, simple, sweet",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Belcolade,Dean and Deluca
180.0,U.S.A.,2007.0,Papua New Guinea,Papua New Guinea,64.0,"4- B,S,C,V","waxy, tobacco, smokey",3.0,Americas,Northern America,Oceania,Melanesia,Belcolade,Dean and Deluca
180.0,U.S.A.,2007.0,Peru,Peru,64.0,"4- B,S,C,V","mild mint, basic cocoa",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Belcolade,Dean and Deluca
170.0,U.S.A.,2007.0,Madagascar,Madagascar,66.0,"4- B,S,C,V","sandy, cloying, rich cocoa",2.5,Americas,Northern America,Africa,Sub-Saharan Africa,Belcolade,Dean and Deluca
263.0,France,2008.0,Venezuela,Venezuela,66.0,"4- B,S,C,V","fatty, rich cocoa, roasty",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Michel Cluizel,Debauve & Gallais
423.0,France,2009.0,Papua New Guinea,Papua New Guinea,64.0,"4- B,S,C,V","smokey,chalky,berry,caramel",3.0,Europe,Western Europe,Oceania,Melanesia,Michel Cluizel,Debauve & Gallais
2222.0,Dominican Republic,2018.0,Dominican Republic,Duarte Province,80.0,"2- B,S","mild bitter, fatty, grassy",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Definite,Definite
2222.0,Dominican Republic,2018.0,Dominican Republic,Duarte Province,70.0,"2- B,S","dirty, floral, unrefined",2.6,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Definite,Definite
2222.0,Dominican Republic,2018.0,Dominican Republic,Elvesia,70.0,"2- B,S","metallic, dirt/ earthy",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Definite,Definite
1916.0,Canada,2016.0,Tanzania,"Kilombero, batch 41",72.0,"2- B,S","vanilla, chemical, rubber",2.5,Americas,Northern America,Africa,Sub-Saharan Africa,Desbarres,Desbarres
2422.0,Canada,2019.0,Guatemala,"Monte Grande, batch 178",72.0,"2- B,S","smokey, roasty, acidic, rich",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Desbarres,Desbarres
166.0,U.S.A.,2007.0,Costa Rica,Costa Rica,77.0,"2- B,S","red berry, lingering coffee",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,DeVries,DeVries
166.0,U.S.A.,2007.0,Dominican Republic,Dominican Republic,77.0,"2- B,S","sticky, woodsy, rum",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,DeVries,DeVries
241.0,U.S.A.,2008.0,Bolivia,Bolivian,80.0,"2- B,S","intense fruit, bitter ending",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,DeVries,DeVries
769.0,U.S.A.,2011.0,Ecuador,Ecuador,70.0,"2- B,S","grassy, tea, late sour",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
769.0,U.S.A.,2011.0,Dominican Republic,La Red,74.0,"2- B,S","earthy, tart, sour",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
661.0,U.S.A.,2011.0,Madagascar,Sambirano,80.0,"2- B,S","sandy, flat, hint of berry",2.75,Americas,Northern America,Africa,Sub-Saharan Africa,Dick Taylor,Dick Taylor
682.0,U.S.A.,2011.0,Venezuela,Mantuano,75.0,"2- B,S","sticky, very roasty, nutty",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
895.0,U.S.A.,2012.0,Bolivia,Bolivia,75.0,"2- B,S","dry, mint, medicinal",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
1193.0,U.S.A.,2013.0,Ecuador,Camino Verde,76.0,"2- B,S","butter, floral, rum",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
1034.0,U.S.A.,2013.0,Ecuador,"Ecuador, Choc. Garage Exclusive",70.0,"2- B,S","oily, black pepper, roasty",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
1235.0,U.S.A.,2014.0,Dominican Republic,Elvesia,74.0,"2- B,S","mild fruit and spice, roasty",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
1634.0,U.S.A.,2015.0,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70.0,"2- B,S","sticky, rich, cherry",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
1864.0,U.S.A.,2016.0,Vietnam,Tien Giang,78.0,"2- B,S","tropical berry, intense",3.5,Americas,Northern America,Asia,South-eastern Asia,Dick Taylor,Dick Taylor
2016.0,U.S.A.,2017.0,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72.0,"2- B,S","well defined, creamy, cherry",4.0,Americas,Northern America,Oceania,Melanesia,Dick Taylor,Dick Taylor
1952.0,U.S.A.,2017.0,Guatemala,Lanquin Estate,70.0,"2- B,S","blackberry, raisns",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
1972.0,U.S.A.,2017.0,Brazil,"Fazenda Camboa, Bahia, batch 17009",75.0,"2- B,S","sticky, roasty nibs, grapes",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
2258.0,U.S.A.,2018.0,Fiji,"Vanua Levu, Matasawalevu",80.0,"2- B,S","cocoa, tea, malt",3.75,Americas,Northern America,Oceania,Melanesia,Dick Taylor,Dick Taylor
2270.0,U.S.A.,2019.0,Belize,"Maya Mtn, Toledo",72.0,"2- B,S","creamy, sticky, dried fruit",4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Dick Taylor,Dick Taylor
2434.0,U.S.A.,2019.0,Madagascar,"Akesson P., Sambirano",72.0,"2- B,S","sticky, dried fruit, toast, cocoa",3.75,Americas,Northern America,Africa,Sub-Saharan Africa,Dick Taylor,Dick Taylor
2466.0,U.S.A.,2020.0,Blend,"Northerner, Madagascar and Brazil",73.0,"2- B,S","burnt honey, earthy",3.5,Americas,Northern America,Blend,Blend,Dick Taylor,Dick Taylor
2402.0,Sao Tome,2019.0,Sao Tome,"Sao Tome, batch OST-18-01",65.0,"4- B,S,C,L","complex, sweet, sour, grassy",3.0,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Diogo Vaz,Diogo Vaz
2406.0,Sao Tome,2019.0,Sao Tome,"Sao Tome, batch TRI-18-002, trinitario",75.0,"4- B,S,C,L","bland, fatty, fruit",3.0,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Diogo Vaz,Diogo Vaz
2402.0,Sao Tome,2019.0,Sao Tome,"Sao Tome, unroasted, batch UNR-18-003",70.0,"4- B,S,C,L","cocoa, raw, dirty, chemical",2.75,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Diogo Vaz,Diogo Vaz
2406.0,Sao Tome,2019.0,Sao Tome,"Sao Tome, Grand Cru Plantation, amelonado",75.0,"4- B,S,C,L","late cocoa, harsh, off notes",2.5,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Diogo Vaz,Diogo Vaz
1407.0,U.K.,2014.0,Nicaragua,Johe,72.0,"3- B,S,C","nutty, caramel, toffee",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Doble & Bignall,Doble & Bignall
1371.0,U.K.,2014.0,Panama,"Panama, Raven",72.0,"3- B,S,C","mild cherry, earthy",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Doble & Bignall,Doble & Bignall
1371.0,U.K.,2014.0,Venezuela,"Puerto Cabello, Mantuano",72.0,"3- B,S,C","fatty, rasin, nutty",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Doble & Bignall,Doble & Bignall
1688.0,U.K.,2015.0,Venezuela,Puerto Cabello,85.0,"3- B,S,C","intense, spicy, floral",3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Doble & Bignall,Doble & Bignall
311.0,U.S.A.,2009.0,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",70.0,,"creamy, nutty, fruity",3.75,Americas,Northern America,Americas,Northern America,Guittard,Dole
63.0,Belgium,2006.0,Blend,Noir,70.0,"3- B,S,L","acidic, astringent, unpleasant",1.5,Europe,Western Europe,Blend,Blend,Belcolade,Dolfin
304.0,Belgium,2008.0,Blend,"Africa, West Africa",88.0,"3- B,S,L","sticky, floral",3.0,Europe,Western Europe,Blend,Blend,Belcolade,Dolfin
87.0,Italy,2006.0,Venezuela,Carenero Superior,70.0,"2- B,S","creamy, basic cocoa",3.5,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
87.0,Italy,2006.0,Peru,Apurimac,70.0,"2- B,S","floral, olive",3.25,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
87.0,Italy,2006.0,Venezuela,Sur del Lago Classificado,70.0,"2- B,S","long lasting, fruit",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
111.0,Italy,2007.0,Venezuela,Porcelana,70.0,"2- B,S","creamy, complex, coffee",4.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
192.0,Italy,2007.0,Ecuador,Ecuador,70.0,"2- B,S","creamy, nuts, woody, cocoa",4.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
192.0,Italy,2007.0,Venezuela,"Ocumare 67, Puertofino",70.0,"2- B,S","creamy, mint, tobacco, olive",4.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
192.0,Italy,2007.0,Indonesia,"Java, Javablond",70.0,"2- B,S","creamy, smokey, tobacco",3.75,Europe,Southern Europe,Asia,South-eastern Asia,Domori,Domori
135.0,Italy,2007.0,Madagascar,Madagascar,70.0,"2- B,S","fruity, basic cocoa",3.5,Europe,Southern Europe,Africa,Sub-Saharan Africa,Domori,Domori
192.0,Italy,2007.0,Madagascar,Madagared,70.0,"2- B,S","smooth, banana, cocoa",3.5,Europe,Southern Europe,Africa,Sub-Saharan Africa,Domori,Domori
129.0,Italy,2007.0,Venezuela,"Ocumare 61, Puertomar",75.0,"2- B,S","sticky, smoke, ham, earthy",3.25,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
135.0,Italy,2007.0,Venezuela,Granella,60.0,"2- B,S","mild spice, licorice",3.25,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
272.0,Italy,2008.0,Blend,Ilblend,70.0,"2- B,S","sticky, olive",3.75,Europe,Southern Europe,Blend,Blend,Domori,Domori
272.0,Italy,2008.0,Blend,Blend No. 1,78.0,"2- B,S","sticky, grassy, coffee",3.5,Europe,Southern Europe,Blend,Blend,Domori,Domori
227.0,Italy,2008.0,Venezuela,"Carupano, H. San Jose",70.0,"2- B,S","cucumber, hot spices",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
272.0,Italy,2008.0,Colombia,Teyuna,70.0,"2- B,S","creamy, woody, earthy",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
470.0,Italy,2010.0,Venezuela,"Chuao, Hacienda San Jose",70.0,"2- B,S","subtle, caramel, sour milk",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
693.0,Italy,2011.0,Venezuela,"Canoabo, Hacienda San Jose",70.0,"2- B,S","smooth, intense, smoke, nut",3.5,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
863.0,Italy,2012.0,Venezuela,Guasare,70.0,"2- B,S","creamy, coffee, caramel",3.75,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
863.0,Italy,2012.0,Tanzania,Morogoro,70.0,"2- B,S","sticky, nutty",3.5,Europe,Southern Europe,Africa,Sub-Saharan Africa,Domori,Domori
1109.0,Italy,2013.0,Venezuela,"IL100, H. San Jose, batch NDL3A01",100.0,,"smooth, fruit, coffee, bitter",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
1672.0,Italy,2015.0,Ecuador,Hacienda Victoria,70.0,"2- B,S","floral, well developed, creamy",3.75,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
1672.0,Italy,2015.0,Venezuela,Ocumare 77,70.0,"2- B,S","nutty, strawberry, creamy",3.75,Europe,Southern Europe,Americas,Latin America and the Caribbean,Domori,Domori
2040.0,Italy,2018.0,Tanzania,Tanzania,70.0,"2- B,S","creamy, sticky, fruit",4.0,Europe,Southern Europe,Africa,Sub-Saharan Africa,Domori,Domori
1676.0,U.K.,2015.0,Colombia,"Colombia, Batch 9",80.0,"3- B,S,C","bitter,molasses,marshmallow",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Dormouse,Dormouse
1676.0,U.K.,2015.0,Madagascar,"Madagascar, Batch 8",77.0,"3- B,S,C","fruity, molasses",2.75,Europe,Northern Europe,Africa,Sub-Saharan Africa,Dormouse,Dormouse
1672.0,U.K.,2015.0,Venezuela,"Rio Caribe, Batch 7",70.0,"3- B,S,C","burnt rubber, molasses",2.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Dormouse,Dormouse
1880.0,U.K.,2016.0,Grenada,Non Pariel Estate,75.0,"3- B,S*,C","licorice, molasses, rubber",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Dormouse,Dormouse
2052.0,U.K.,2018.0,Guatemala,"Verapaz, batch 254",72.0,"3- B,S*,C","near perfect shine, cocoa",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Dormouse,Dormouse
2096.0,U.K.,2018.0,Peru,"Piura, batch 274",80.0,"2- B,S*","molasses, fruit",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Dormouse,Dormouse
2052.0,U.K.,2018.0,Philippines,"Kablon Farm, batch 242",71.5,"3- B,S*,C",molasses notes from sugar,2.75,Europe,Northern Europe,Asia,South-eastern Asia,Dormouse,Dormouse
2390.0,U.S.A.,2019.0,Dominican Republic,Hispaniola,75.0,"2- B,S","dry, cocoa, grassy, spicy",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Double Spiral,Double Spiral
2390.0,U.S.A.,2019.0,Tanzania,Kokoa Kamili,70.0,"2- B,S","dry, sour, sweet, mild fruit",2.75,Americas,Northern America,Africa,Sub-Saharan Africa,Double Spiral,Double Spiral
2390.0,U.S.A.,2019.0,Dominican Republic,Oko Caribe,75.0,"2- B,S","dry, earthy, walnut",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Double Spiral,Double Spiral
516.0,U.K.,2010.0,Ecuador,"Corazon del Ecuador, Calceta beans",72.0,"3- B,S,C","rich cocoa, fruity, strong floral",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
523.0,U.K.,2010.0,Peru,Star of Peru,70.0,"3- B,S,C","dark forest berry, spice",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
516.0,U.K.,2010.0,Panama,Panama,70.0,"3- B,S,C",caramel and cocoa,3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
523.0,U.K.,2010.0,Ecuador,Star of Ecuador,70.0,"3- B,S,C","chalky, bread, dirt",2.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
623.0,U.K.,2011.0,Honduras,"Indio Rojo, Xoco",72.0,"3- B,S,C","dried fruit, grapes, sour",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
661.0,U.K.,2011.0,Dominican Republic,Dominican Republic,65.0,"3- B,S,C","heavy roast, woody, berry",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
765.0,U.K.,2011.0,Venezuela,Ocumare,71.0,"3- B,S,C",intense cocoa,3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
697.0,U.K.,2011.0,Nicaragua,"Nicaliso, Xoco",71.0,"3- B,S,C","intense, almond, coffee",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
697.0,U.K.,2011.0,Panama,"Bocas del Toro, Tierra Oscura",72.0,"3- B,S,C","licorice, leathery",3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
923.0,U.K.,2012.0,Venezuela,Ocumare,72.0,"3- B,S,C","creamy, nutty",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
1331.0,U.K.,2014.0,Nicaragua,"Rico Rugoso, Xoco",76.0,"4- B,S,C,L","black pepper, rich, intense",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
1331.0,U.K.,2014.0,Nicaragua,"Chuno, Xoco",70.0,"4- B,S,C,L","sandy, full bodied, spicy",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
1662.0,U.K.,2015.0,Guatemala,"Rio Dulce, Xoco",70.0,"4- B,S,C,L","intense, spicy, butterscotch",4.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
1964.0,U.K.,2017.0,Nigeria,Eti-Oni,70.0,"4- B,S,C,L",candy like off flavor,2.75,Europe,Northern Europe,Africa,Sub-Saharan Africa,Duffy's,Duffy's
2100.0,U.K.,2018.0,Guatemala,Mayan Red,80.0,"4- B,S,C,L","intense earthy, cocoa, roasty",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Duffy's,Duffy's
2366.0,U.K.,2019.0,Philippines,South Cotabato,70.0,"4- B,S,C,L","cocoa, honey, watery, sweet",3.5,Europe,Northern Europe,Asia,South-eastern Asia,Duffy's,Duffy's
1506.0,U.S.A.,2015.0,Dominican Republic,"Dominican Republic, batch 1507",70.0,"2- B,S","coarse, earthy, mild banana",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Dulcinea,Dulcinea
841.0,France,2012.0,Madagascar,Madagascar,82.0,,"fatty, muted",2.75,Europe,Western Europe,Africa,Sub-Saharan Africa,Durand,Durand
1630.0,U.S.A.,2015.0,Ecuador,Corona Arriba,70.0,"3- B,S,C",blackberry and cinnamon,4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Durci,Durci
1626.0,U.S.A.,2015.0,Peru,"Maranon, Joya Rara",70.0,"3- B,S,C","sandy, orange, butterscotch",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Durci,Durci
1626.0,U.S.A.,2015.0,Venezuela,"Rio Caribe, Tepui Treasure",70.0,"3- B,S,C","fatty, roasty, intense brownie",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Durci,Durci
